Line	Inputs	Frames	Time	Position	Speed	State	Statuses	Entities
182	11/13,R,U,Z	1004	0:15.980(940)	1489.194221496580, -691.970595359802	677.91, -169.71	StDash		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
182	12/13,R,U,Z	1005	0:15.997(941)	1500.492776870730, -694.799027919769	677.91, -169.71	StDash		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
182	13/13,R,U,Z	1006	0:16.014(942)	1511.791332244870, -697.627460479736	677.91, -169.71	StDash		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	1/40	1007	0:16.031(943)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	2/40	1008	0:16.048(944)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	3/40	1009	0:16.065(945)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	4/40	1010	0:16.082(946)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	5/40	1011	0:16.099(947)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	6/40	1012	0:16.116(948)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	7/40	1013	0:16.133(949)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	8/40	1014	0:16.150(950)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	9/40	1015	0:16.167(951)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	10/40	1016	0:16.184(952)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	11/40	1017	0:16.201(953)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	12/40	1018	0:16.218(954)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	13/40	1019	0:16.235(955)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	14/40	1020	0:16.252(956)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	15/40	1021	0:16.269(957)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	16/40	1022	0:16.286(958)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	17/40	1023	0:16.303(959)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	18/40	1024	0:16.320(960)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	19/40	1025	0:16.337(961)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	20/40	1026	0:16.354(962)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	21/40	1027	0:16.371(963)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	22/40	1028	0:16.388(964)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	23/40	1029	0:16.405(965)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	24/40	1030	0:16.422(966)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	25/40	1031	0:16.439(967)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	26/40	1032	0:16.456(968)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	27/40	1033	0:16.473(969)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	28/40	1034	0:16.490(970)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	29/40	1035	0:16.507(971)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	30/40	1036	0:16.524(972)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	31/40	1037	0:16.541(973)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	32/40	1038	0:16.558(974)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	33/40	1039	0:16.575(975)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	34/40	1040	0:16.592(976)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	35/40	1041	0:16.609(977)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	36/40	1042	0:16.626(978)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	37/40	1043	0:16.643(979)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	38/40	1044	0:16.660(980)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	39/40	1045	0:16.677(981)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	NoControl 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
183	40/40	1046	0:16.694(982)	1512.000000000000, -698.000000000000	678.00, -170.00	StDash	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
186	1/1,L	1047	0:16.711(983)	1524.300022125240, -699.000000000000	678.00, -170.00	StDash	CanDash Wall-L 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
187	1/10,J,G	1048	0:16.728(984)	1535.600044250490, -700.750003457069	678.00, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
187	2/10,J,G	1049	0:16.745(985)	1546.719510078430, -702.500006914139	667.17, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
187	3/10,J,G	1050	0:16.762(986)	1557.658418655400, -704.250010371208	656.33, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
187	4/10,J,G	1051	0:16.779(987)	1568.416770935060, -706.000013828278	645.50, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
187	5/10,J,G	1052	0:16.796(988)	1578.994566917420, -707.750017285347	634.67, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
187	6/10,J,G	1053	0:16.813(989)	1589.391805648800, -709.500020742416	623.83, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
187	7/10,J,G	1054	0:16.830(990)	1599.608488082890, -711.250024199486	613.00, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
187	8/10,J,G	1055	0:16.847(991)	1609.644614219670, -713.000027656555	602.17, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
187	9/10,J,G	1056	0:16.864(992)	1619.500184059140, -714.750031113625	591.33, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
187	10/10,J,G	1057	0:16.881(993)	1628.000000000000, -716.500034570694	0.00, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
188	1/1,R,J	1058	0:16.898(994)	1628.180556252600, -718.250038027763	10.83, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
189	1/1,K,G	1059	0:16.915(995)	1628.000000000000, -720.000041484833	0.00, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
190	1/8,L,K	1060	0:16.932(996)	1637.494456291200, -721.750044941902	569.67, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
190	2/8,L,K	1061	0:16.949(997)	1635.400007963180, -723.500048398972	-125.67, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
190	3/8,L,K	1062	0:16.966(998)	1633.377782106400, -725.250051856041	-121.33, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
190	4/8,L,K	1063	0:16.983(999)	1631.427778840070, -727.000055313110	-117.00, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
190	5/8,L,K	1064	0:17.000(1000)	1629.549998044970, -728.750058770180	-112.67, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
190	6/8,L,K	1065	0:17.017(1001)	1627.744439840320, -730.500062227249	-108.33, -105.00	StNormal	CanDash Wall-L 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
190	7/8,L,K	1066	0:17.034(1002)	1628.000000000000, -732.250065684318	0.00, -105.00	StNormal	CanDash Wall-L 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
190	8/8,L,K	1067	0:17.051(1003)	1627.819443747400, -734.000069141388	-10.83, -105.00	StNormal	CanDash Wall-L 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
191	1/1,K	1068	0:17.068(1004)	1627.819443747400, -735.750072598457	0.00, -105.00	StNormal	CanDash Wall-L 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
192	1/1,L,K	1069	0:17.085(1005)	1627.638887494800, -737.500076055527	-10.83, -105.00	StNormal	CanDash Wall-L 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
193	1/2,K	1070	0:17.102(1006)	1627.638887494800, -739.250079512596	0.00, -105.00	StNormal	CanDash Wall-L 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
193	2/2,K	1071	0:17.119(1007)	1627.638887494800, -740.750081896782	0.00, -90.00	StNormal	CanDash Wall-L 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
194	1/1,J	1072	0:17.136(1008)	1629.805558323860, -742.500085353851	130.00, -105.00	StNormal	CanDash Wall-L 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
195	1/9,K,G	1073	0:17.153(1009)	1631.791673064230, -744.250088810921	119.17, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
195	2/9,K,G	1074	0:17.170(1010)	1633.597231507300, -746.000092267990	108.33, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
195	3/9,K,G	1075	0:17.187(1011)	1635.222233772280, -747.750095725060	97.50, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
195	4/9,K,G	1076	0:17.204(1012)	1636.666679859160, -749.500099182129	86.67, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
195	5/9,K,G	1077	0:17.221(1013)	1637.930569767950, -751.250102639198	75.83, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
195	6/9,K,G	1078	0:17.238(1014)	1639.013903379440, -753.000106096268	65.00, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
195	7/9,K,G	1079	0:17.255(1015)	1639.916680753230, -754.750109553337	54.17, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
195	8/9,K,G	1080	0:17.272(1016)	1640.638901889320, -756.500113010406	43.33, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
195	9/9,K,G	1081	0:17.289(1017)	1641.180566728120, -758.250116467476	32.50, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
196	1/2,R,K	1082	0:17.306(1018)	1641.902787864210, -760.000119924545	43.33, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
196	2/2,R,K	1083	0:17.323(1019)	1643.997236251830, -761.750123381615	125.67, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
197	1/3,R	1084	0:17.340(1020)	1646.019462108610, -763.250125765800	121.33, -90.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
197	2/3,R	1085	0:17.357(1021)	1647.969465374950, -764.500127196312	117.00, -75.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
197	3/3,R	1086	0:17.374(1022)	1649.847246170040, -765.500127673149	112.67, -60.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
198	1/1,R,J,G	1087	0:17.391(1023)	1652.319472312930, -767.250131130218	148.33, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
199	1/5,R,K,G	1088	0:17.408(1024)	1652.000000000000, -769.000134468079	0.00, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
199	2/5,R,K,G	1089	0:17.425(1025)	1654.994449138640, -770.750137925148	179.67, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
199	3/5,R,K,G	1090	0:17.442(1026)	1657.916675806050, -772.500141382217	175.33, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
199	4/5,R,K,G	1091	0:17.459(1027)	1660.766679763790, -774.250144839287	171.00, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
199	5/5,R,K,G	1092	0:17.476(1028)	1663.544461250300, -776.000148296356	166.67, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
200	1/6,R	1093	0:17.493(1029)	1666.250020265580, -777.500150680542	162.33, -90.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
200	2/6,R	1094	0:17.510(1030)	1668.883356809620, -778.750152111054	158.00, -75.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
200	3/6,R	1095	0:17.527(1031)	1671.444470644000, -779.750152587891	153.67, -60.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
200	4/6,R	1096	0:17.544(1032)	1673.933362007140, -780.500151991844	149.33, -45.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
200	5/6,R	1097	0:17.561(1033)	1676.350030899050, -781.000150412321	145.00, -30.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
200	6/6,R	1098	0:17.578(1034)	1678.694477319720, -781.250147879124	140.67, -15.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
201	1/4,R,K	1099	0:17.595(1035)	1680.966701030730, -781.375144839287	136.33, -7.50	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
201	2/4,R,K	1100	0:17.612(1036)	1683.166702270510, -781.375141322613	132.00, 0.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
201	3/4,R,K	1101	0:17.629(1037)	1685.294481039050, -781.250137299299	127.67, 7.50	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
201	4/4,R,K	1102	0:17.646(1038)	1687.350037097930, -781.000132799148	123.33, 15.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
202	1/8,R	1103	0:17.663(1039)	1689.333370685580, -780.500127315521	119.00, 30.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
202	2/8,R	1104	0:17.680(1040)	1691.244481801990, -779.750120878220	114.67, 45.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
202	3/8,R	1105	0:17.697(1041)	1693.083370208740, -778.750113368034	110.33, 60.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
202	4/8,R	1106	0:17.714(1042)	1694.850036263470, -777.500104904175	106.00, 75.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
202	5/8,R	1107	0:17.731(1043)	1696.544479727750, -776.000095486641	101.67, 90.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
202	6/8,R	1108	0:17.748(1044)	1698.166700720790, -774.250085115433	97.33, 105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
202	7/8,R	1109	0:17.765(1045)	1699.716699123380, -772.250073671341	93.00, 120.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
202	8/8,R	1110	0:17.782(1046)	1701.216702103620, -770.000061511993	90.00, 135.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
203	1/14,R,U,X	1111	0:17.799(1047)	1701.216702103620, -770.000061511993	0.00, 0.00	StDash		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
203	5/14,R,U,X	1115	0:17.816(1048)	1704.045134544370, -772.828494071960	169.71, -169.71	StDash		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
203	5/14,R,U,X	1115	0:17.816(1048)	1704.045134544370, -772.828494071960	169.71, -169.71	StDash		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
203	5/14,R,U,X	1115	0:17.816(1048)	1704.045134544370, -772.828494071960	169.71, -169.71	StDash		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
203	5/14,R,U,X	1115	0:17.816(1048)	1704.045134544370, -772.828494071960	169.71, -169.71	StDash		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
203	6/14,R,U,X	1116	0:17.833(1049)	1706.873567104340, -775.656926631928	169.71, -169.71	StDash		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
203	7/14,R,U,X	1117	0:17.850(1050)	1709.701999664310, -778.485359191894	169.71, -169.71	StDash		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
203	8/14,R,U,X	1118	0:17.867(1051)	1712.530432224270, -781.313791751862	169.71, -169.71	StDash		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
203	9/14,R,U,X	1119	0:17.884(1052)	1715.358864784240, -784.142224311829	169.71, -169.71	StDash		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
203	10/14,R,U,X	1120	0:17.901(1053)	1718.187297344210, -786.970656871796	169.71, -169.71	StDash		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
203	11/14,R,U,X	1121	0:17.918(1054)	1721.015729904180, -789.799089431763	169.71, -169.71	StDash		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
203	12/14,R,U,X	1122	0:17.935(1055)	1723.844162464140, -792.627521991730	169.71, -169.71	StDash		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
203	13/14,R,U,X	1123	0:17.952(1056)	1726.672595024110, -795.455954551697	169.71, -169.71	StDash		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
203	14/14,R,U,X	1124	0:17.969(1057)	1729.501027584080, -798.284387111664	169.71, -169.71	StDash	Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
204	1/1,R,J,G	1125	0:17.986(1058)	1732.000000000000, -800.034390449524	0.00, -105.00	StNormal		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
205	1/23,R	1126	0:18.003(1059)	1735.422878026960, -801.534392833710	205.37, -90.00	StNormal		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
205	2/23,R	1127	0:18.020(1060)	1738.773533582690, -802.784394264221	201.04, -75.00	StNormal		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
205	3/23,R	1128	0:18.037(1061)	1742.051966667180, -803.784394741058	196.71, -60.00	StNormal		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
205	4/23,R	1129	0:18.054(1062)	1745.258177042010, -804.534394145012	192.37, -45.00	StNormal		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
