Line	Inputs	Frames	Time	Position	Speed	State	Statuses	Entities
3	1/1	1	0:17.901(1053)	253.000000000000, -16.000000000000	0.00, 0.00	StNormal	CanDash Ground 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
7	1/40	2	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	2/40	3	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	3/40	4	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	4/40	5	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	5/40	6	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	6/40	7	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	7/40	8	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	8/40	9	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	9/40	10	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	10/40	11	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	11/40	12	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	12/40	13	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	13/40	14	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	14/40	15	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	15/40	16	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	16/40	17	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	17/40	18	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	18/40	19	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	19/40	20	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	20/40	21	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	21/40	22	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	22/40	23	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	23/40	24	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	24/40	25	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	25/40	26	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	26/40	27	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	27/40	28	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	28/40	29	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	29/40	30	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	30/40	31	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	31/40	32	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	32/40	33	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	33/40	34	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	34/40	35	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	35/40	36	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StIntroRespawn	NoControl Paused 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	36/40	37	0:00.000(0)	0.000000000000, 144.000000000000	0.00, 0.00	StNormal	CanDash Ground 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	37/40	38	0:00.017(1)	0.000000000000, 144.000000000000	0.00, 0.00	StNormal	CanDash Ground 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	38/40	39	0:00.034(2)	0.000000000000, 144.000000000000	0.00, 0.00	StNormal	CanDash Ground 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	39/40	40	0:00.051(3)	0.000000000000, 144.000000000000	0.00, 0.00	StNormal	CanDash Ground 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
7	40/40	41	0:00.068(4)	0.000000000000, 144.000000000000	0.00, 0.00	StNormal	CanDash Ground 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
10	1/10,R,X	42	0:00.085(5)	0.000000000000, 144.000000000000	0.00, 0.00	StDash	Ground 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
10	5/10,R,X	44	0:00.102(6)	4.000007629395, 144.000000000000	240.00, 0.00	StDash	Ground 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
10	5/10,R,X	46	0:00.102(6)	4.000007629395, 144.000000000000	240.00, 0.00	StDash	Ground 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
10	5/10,R,X	46	0:00.102(6)	4.000007629395, 144.000000000000	240.00, 0.00	StDash	Ground 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
10	5/10,R,X	46	0:00.102(6)	4.000007629395, 144.000000000000	240.00, 0.00	StDash	Ground 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
10	6/10,R,X	47	0:00.119(7)	8.000015258789, 144.000000000000	240.00, 0.00	StDash	Ground 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
10	7/10,R,X	48	0:00.136(8)	12.000022888184, 144.000000000000	240.00, 0.00	StDash	Ground 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
10	8/10,R,X	49	0:00.153(9)	16.000030517578, 144.000000000000	240.00, 0.00	StDash	Ground 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
10	9/10,R,X	50	0:00.170(10)	20.000038146973, 144.000000000000	240.00, 0.00	StDash	Ground 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
10	10/10,R,X	51	0:00.187(11)	24.000045776367, 144.000000000000	240.00, 0.00	StDash	Ground 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
11	1/11,R,J	52	0:00.204(12)	28.333387374878, 142.249996542931	260.00, -105.00	StNormal	CanDash Ground 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
11	2/11,R,J	53	0:00.221(13)	32.594506740570, 140.499993085861	255.67, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
11	3/11,R,J	54	0:00.238(14)	36.783403396606, 138.749989628792	251.33, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
11	4/11,R,J	55	0:00.255(15)	40.900077819824, 136.999986171722	247.00, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
11	5/11,R,J	56	0:00.272(16)	44.944529533386, 135.249982714653	242.67, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
11	6/11,R,J	57	0:00.289(17)	48.916758775711, 133.499979257584	238.33, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
11	7/11,R,J	58	0:00.306(18)	52.816765308380, 131.749975800514	234.00, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
11	8/11,R,J	59	0:00.323(19)	56.644549369812, 129.999972343445	229.67, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
11	9/11,R,J	60	0:00.340(20)	60.400110960007, 128.249968886375	225.33, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
11	10/11,R,J	61	0:00.357(21)	64.083449840546, 126.499965429306	221.00, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
11	11/11,R,J	62	0:00.374(22)	67.694566249847, 124.749961972237	216.67, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
12	1/12,R,K,G	63	0:00.391(23)	68.000000000000, 122.999958515167	0.00, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
12	2/12,R,K,G	64	0:00.408(24)	68.180556252599, 121.249955058098	10.83, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
12	3/12,R,K,G	65	0:00.425(25)	68.000000000000, 119.499951601028	0.00, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
12	4/12,R,K,G	66	0:00.442(26)	68.180556252599, 117.749948143959	10.83, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
12	5/12,R,K,G	67	0:00.459(27)	68.000000000000, 115.999944686890	0.00, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
12	6/12,R,K,G	68	0:00.476(28)	68.180556252599, 114.249941229820	10.83, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
12	7/12,R,K,G	69	0:00.493(29)	68.000000000000, 112.499937772751	0.00, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
12	8/12,R,K,G	70	0:00.510(30)	68.180556252599, 110.749934315681	10.83, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
12	9/12,R,K,G	71	0:00.527(31)	68.000000000000, 108.999930858612	0.00, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
12	10/12,R,K,G	72	0:00.544(32)	68.180556252599, 107.249927401543	10.83, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
12	11/12,R,K,G	73	0:00.561(33)	68.000000000000, 105.499923944473	0.00, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
12	12/12,R,K,G	74	0:00.578(34)	68.180556252599, 103.749920487404	10.83, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
13	1/8,J,G	75	0:00.595(35)	68.180556252599, 101.999917030334	0.00, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
13	2/8,J,G	76	0:00.612(36)	68.180556252599, 100.249913573265	0.00, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
13	3/8,J,G	77	0:00.629(37)	68.180556252599, 98.499910116196	0.00, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
13	4/8,J,G	78	0:00.646(38)	68.180556252599, 96.749906659126	0.00, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
13	5/8,J,G	79	0:00.663(39)	68.180556252599, 94.999903202057	0.00, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
13	6/8,J,G	80	0:00.680(40)	68.180556252599, 93.249899744987	0.00, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
13	7/8,J,G	81	0:00.697(41)	68.180556252599, 91.499896287918	0.00, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
13	8/8,J,G	82	0:00.714(42)	68.180556252599, 89.749892830849	0.00, -105.00	StNormal	CanDash Wall-L 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
14	1/2,L,J	83	0:00.731(43)	68.000000000000, 87.999889373779	-10.83, -105.00	StNormal	CanDash Wall-L 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
14	2/2,L,J	84	0:00.748(44)	68.000000000000, 86.249885916710	0.00, -105.00	StNormal	CanDash Wall-L 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 0 (0) Theo:  TheoCantGrab: 
15	1/3,R,K	85	0:00.765(45)	70.166670799255, 84.499882459640	130.00, -105.00	StNormal	CanDash Wall-L 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (10) Theo:  TheoCantGrab: 
15	2/3,R,K	86	0:00.782(46)	72.261119127274, 82.749879002571	125.67, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (9) Theo:  TheoCantGrab: 
15	3/3,R,K	87	0:00.799(47)	74.283344984055, 80.999875545502	121.33, -105.00	StNormal	CanDash Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (8) Theo:  TheoCantGrab: 
16	1/1,R,J,G	88	0:00.816(48)	76.000000000000, 79.249872088432	0.00, -105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (7) Theo:  TheoCantGrab: 
17	1/21,R,D	89	0:00.833(49)	78.544448614120, 77.749869704247	152.67, -90.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (6) Theo:  TheoCantGrab: 
17	2/21,R,D	90	0:00.850(50)	81.016674757004, 76.499868273735	148.33, -75.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (5) Theo:  TheoCantGrab: 
17	3/21,R,D	91	0:00.867(51)	83.416678428650, 75.499867796898	144.00, -60.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (4) Theo:  TheoCantGrab: 
17	4/21,R,D	92	0:00.884(52)	85.744459629059, 74.749868392944	139.67, -45.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (3) Theo:  TheoCantGrab: 
17	5/21,R,D	93	0:00.901(53)	88.000018119812, 74.249869942665	135.33, -30.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (2) Theo:  TheoCantGrab: 
17	6/21,R,D	94	0:00.918(54)	90.183354139328, 73.999872490764	131.00, -15.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (1) Theo:  TheoCantGrab: 
17	7/21,R,D	95	0:00.935(55)	92.294467687607, 73.999876019370	126.67, 0.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
17	8/21,R,D	96	0:00.952(56)	94.333358764648, 74.249880522490	122.33, 15.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
17	9/21,R,D	97	0:00.969(57)	96.300027370453, 74.749886035919	118.00, 30.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
17	10/21,R,D	98	0:00.986(58)	98.194473266602, 75.499892532825	113.67, 45.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
17	11/21,R,D	99	0:01.003(59)	100.016696691513, 76.499900102615	109.33, 60.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
17	12/21,R,D	100	0:01.020(60)	101.766697525978, 77.749908566475	105.00, 75.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
17	13/21,R,D	101	0:01.037(61)	103.444475889206, 79.249917984009	100.67, 90.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
17	14/21,R,D	102	0:01.054(62)	105.050031661987, 80.999928355217	96.33, 105.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
17	15/21,R,D	103	0:01.071(63)	106.583364963532, 82.999939799309	92.00, 120.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
17	16/21,R,D	104	0:01.088(64)	108.083367943764, 85.249951839447	90.00, 135.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
17	17/21,R,D	105	0:01.105(65)	109.583370923996, 87.749965190887	90.00, 150.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
17	18/21,R,D	106	0:01.122(66)	111.083373904228, 90.416636943817	90.00, 160.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
17	19/21,R,D	107	0:01.139(67)	112.583376884460, 93.166642665863	90.00, 165.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
17	20/21,R,D	108	0:01.156(68)	114.083379864693, 95.999982118607	90.00, 170.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
17	21/21,R,D	109	0:01.173(69)	115.583382844925, 98.916655302048	90.00, 175.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
18	1/1,R	110	0:01.190(70)	117.083385825157, 101.749994754791	90.00, 170.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
19	1/6,R,D	111	0:01.207(71)	118.583388805389, 104.666667938232	90.00, 175.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
19	2/6,R,D	112	0:01.224(72)	120.083391785622, 107.666674852371	90.00, 180.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
19	3/6,R,D	113	0:01.241(73)	121.583394765854, 110.750015497208	90.00, 185.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
19	4/6,R,D	114	0:01.258(74)	123.083397746086, 113.916689872742	90.00, 190.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
19	5/6,R,D	115	0:01.275(75)	124.583400726318, 117.166697978973	90.00, 195.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
19	6/6,R,D	116	0:01.292(76)	126.083403706551, 120.500039815903	90.00, 200.00	StNormal	CanDash 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
20	1/5,R,X	117	0:01.309(77)	126.083403706551, 120.500039815903	0.00, 0.00	StDash		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
20	5/5,R,X	121	0:01.326(78)	130.083411216736, 120.500039815903	240.00, 0.00	StDash	Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
20	5/5,R,X	121	0:01.326(78)	130.083411216736, 120.500039815903	240.00, 0.00	StDash	Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
20	5/5,R,X	121	0:01.326(78)	130.083411216736, 120.500039815903	240.00, 0.00	StDash	Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
20	5/5,R,X	121	0:01.326(78)	130.083411216736, 120.500039815903	240.00, 0.00	StDash	Wall-R 	Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
21	1/26,R,J,G	122	0:01.343(79)	132.000000000000, 118.750036239624	0.00, -105.00	StNormal		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
21	2/26,R,J,G	123	0:01.360(80)	136.594453334808, 117.000032782555	275.67, -105.00	StNormal		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
21	3/26,R,J,G	124	0:01.377(81)	141.116683959961, 115.250029325485	271.33, -105.00	StNormal		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
21	4/26,R,J,G	125	0:01.394(82)	145.566692352295, 113.500025868416	267.00, -105.00	StNormal		Wind: 0.00, 0.00 AutoJump: False (0) ForceMoveX: 1 (0) Theo:  TheoCantGrab: 
